#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0055114	Oxidation-reduction process	34	939	0.36	0.0024	9606.ENSP00000196061,9606.ENSP00000233627,9606.ENSP00000236040,9606.ENSP00000252102,9606.ENSP00000253063,9606.ENSP00000263774,9606.ENSP00000266544,9606.ENSP00000270776,9606.ENSP00000270792,9606.ENSP00000274137,9606.ENSP00000294724,9606.ENSP00000294728,9606.ENSP00000297679,9606.ENSP00000322450,9606.ENSP00000327268,9606.ENSP00000342026,9606.ENSP00000342385,9606.ENSP00000355141,9606.ENSP00000355995,9606.ENSP00000356505,9606.ENSP00000356972,9606.ENSP00000359871,9606.ENSP00000360124,9606.ENSP00000360569,9606.ENSP00000360577,9606.ENSP00000360688,9606.ENSP00000362060,9606.ENSP00000364490,9606.ENSP00000364649,9606.ENSP00000365777,9606.ENSP00000373477,9606.ENSP00000388293,9606.ENSP00000399805,9606.ENSP00000473348	PLOD1,NDUFS7,LEPRE1,NDUFA2,SESN2,NDUFS3,NDUFA9,PGD,SH3BGRL3,NDUFS6,AGL,VCAM1,HSD3B7,NDUFV1,NDUFV2,PRDX6,PTGES,SEPN1,HSD11B1,NCF2,NDUFS2,ACADM,PGM1,SCP2,ECHDC2,TXNDC12,NDUFS5,ALDH4A1,SDHB,MTHFR,GPX3,TSTD1,CRYZ,H6PD
GO Process	GO:0002274	Myeloid leukocyte activation	25	585	0.44	0.0027	9606.ENSP00000221515,9606.ENSP00000236147,9606.ENSP00000255409,9606.ENSP00000271324,9606.ENSP00000271450,9606.ENSP00000284509,9606.ENSP00000294724,9606.ENSP00000294785,9606.ENSP00000342026,9606.ENSP00000348888,9606.ENSP00000355800,9606.ENSP00000356016,9606.ENSP00000357688,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357981,9606.ENSP00000360124,9606.ENSP00000360266,9606.ENSP00000363117,9606.ENSP00000363603,9606.ENSP00000364635,9606.ENSP00000366641,9606.ENSP00000381565,9606.ENSP00000433642,9606.ENSP00000451112	RETN,SELL,CHI3L1,CD53,FCGR2A,ATP8B4,AGL,NCSTN,PRDX6,PIGR,TMEM63A,CR1,S100A13,S100A8,S100A12,CTSS,PGM1,JUN,FGR,FUCA1,PADI2,SLC2A5,DIAPH1,FCGR3B,NPC2
GO Process	GO:0051641	Cellular localization	76	2967	0.21	0.0027	9606.ENSP00000221515,9606.ENSP00000235329,9606.ENSP00000236147,9606.ENSP00000247191,9606.ENSP00000247986,9606.ENSP00000251527,9606.ENSP00000252486,9606.ENSP00000255409,9606.ENSP00000256637,9606.ENSP00000262812,9606.ENSP00000263934,9606.ENSP00000264870,9606.ENSP00000270708,9606.ENSP00000271234,9606.ENSP00000271324,9606.ENSP00000271450,9606.ENSP00000271452,9606.ENSP00000284509,9606.ENSP00000294724,9606.ENSP00000294785,9606.ENSP00000296509,9606.ENSP00000301633,9606.ENSP00000313950,9606.ENSP00000334657,9606.ENSP00000342026,9606.ENSP00000346088,9606.ENSP00000346829,9606.ENSP00000348888,9606.ENSP00000349016,9606.ENSP00000355800,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000356016,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000357048,9606.ENSP00000357051,9606.ENSP00000357076,9606.ENSP00000357307,9606.ENSP00000357555,9606.ENSP00000357688,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357981,9606.ENSP00000358045,9606.ENSP00000358814,9606.ENSP00000358925,9606.ENSP00000359345,9606.ENSP00000359488,9606.ENSP00000360124,9606.ENSP00000360569,9606.ENSP00000360944,9606.ENSP00000361298,9606.ENSP00000361626,9606.ENSP00000362146,9606.ENSP00000363117,9606.ENSP00000363257,9606.ENSP00000363603,9606.ENSP00000363676,9606.ENSP00000364635,9606.ENSP00000366641,9606.ENSP00000379888,9606.ENSP00000381565,9606.ENSP00000381740,9606.ENSP00000385510,9606.ENSP00000401010,9606.ENSP00000420443,9606.ENSP00000428085,9606.ENSP00000433642,9606.ENSP00000437955,9606.ENSP00000440704,9606.ENSP00000445306,9606.ENSP00000451112,9606.ENSP00000457168,9606.ENSP00000472985,9606.ENSP00000477344	RETN,MFN2,SELL,DLGAP5,KIF17,ESYT2,APOE,CHI3L1,SORT1,COPE,KIF1B,F13A1,WRAP73,FNBP1L,CD53,FCGR2A,NUF2,ATP8B4,AGL,NCSTN,MAD2L1,BIRC5,AURKB,TRIM46,PRDX6,RPL22,WLS,PIGR,PEX14,TMEM63A,CENPF,NEK2,CR1,KIF14,ASPM,COPA,PEX19,TAGLN2,SYT11,RPS27,S100A13,S100A8,S100A12,CTSS,ECM1,AHCYL1,PSRC1,RPL5,GBP5,PGM1,SCP2,STIL,KIF2C,YBX1,CDCA8,FGR,ZDHHC18,FUCA1,RPL11,PADI2,SLC2A5,RPS8,DIAPH1,PARP3,GPSM2,CAPZB,CNIH4,RPL30,FCGR3B,HIF1A,SYTL1,ATP1A1,NPC2,SZT2,RPS5,SYT6
GO Process	GO:0006887	Exocytosis	30	789	0.38	0.0030	9606.ENSP00000221515,9606.ENSP00000236147,9606.ENSP00000255409,9606.ENSP00000264870,9606.ENSP00000271324,9606.ENSP00000271450,9606.ENSP00000284509,9606.ENSP00000294724,9606.ENSP00000294785,9606.ENSP00000342026,9606.ENSP00000348888,9606.ENSP00000355800,9606.ENSP00000356016,9606.ENSP00000357076,9606.ENSP00000357307,9606.ENSP00000357688,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357981,9606.ENSP00000358045,9606.ENSP00000360124,9606.ENSP00000363117,9606.ENSP00000363603,9606.ENSP00000364635,9606.ENSP00000366641,9606.ENSP00000381565,9606.ENSP00000433642,9606.ENSP00000440704,9606.ENSP00000451112,9606.ENSP00000477344	RETN,SELL,CHI3L1,F13A1,CD53,FCGR2A,ATP8B4,AGL,NCSTN,PRDX6,PIGR,TMEM63A,CR1,TAGLN2,SYT11,S100A13,S100A8,S100A12,CTSS,ECM1,PGM1,FGR,FUCA1,PADI2,SLC2A5,DIAPH1,FCGR3B,SYTL1,NPC2,SYT6
GO Process	GO:0006955	Immune response	48	1588	0.28	0.0031	9606.ENSP00000221515,9606.ENSP00000236147,9606.ENSP00000255409,9606.ENSP00000271324,9606.ENSP00000271450,9606.ENSP00000284509,9606.ENSP00000294671,9606.ENSP00000294724,9606.ENSP00000294728,9606.ENSP00000294785,9606.ENSP00000313875,9606.ENSP00000313967,9606.ENSP00000327824,9606.ENSP00000342026,9606.ENSP00000348888,9606.ENSP00000351497,9606.ENSP00000355228,9606.ENSP00000355506,9606.ENSP00000355718,9606.ENSP00000355800,9606.ENSP00000355890,9606.ENSP00000356016,9606.ENSP00000356429,9606.ENSP00000356505,9606.ENSP00000356946,9606.ENSP00000357152,9606.ENSP00000357688,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357981,9606.ENSP00000358151,9606.ENSP00000359485,9606.ENSP00000359488,9606.ENSP00000360124,9606.ENSP00000363117,9606.ENSP00000363603,9606.ENSP00000364635,9606.ENSP00000366641,9606.ENSP00000371505,9606.ENSP00000381565,9606.ENSP00000412237,9606.ENSP00000415900,9606.ENSP00000428085,9606.ENSP00000433642,9606.ENSP00000438615,9606.ENSP00000440643,9606.ENSP00000451112,9606.ENSP00000462729	RETN,SELL,CHI3L1,CD53,FCGR2A,ATP8B4,GBP7,AGL,VCAM1,NCSTN,CD46,C1QB,IFNLR1,PRDX6,PIGR,FCGR2B,HMGN2,EXO1,DLL1,TMEM63A,EPRS,CR1,RGS1,NCF2,FCGR3A,CD1C,S100A13,S100A8,S100A12,CTSS,HIST2H2BE,GBP6,GBP5,PGM1,FGR,FUCA1,PADI2,SLC2A5,CLEC6A,DIAPH1,IL10,IL31RA,RPL30,FCGR3B,C1R,TLR5,NPC2,OTUD7B
GO Process	GO:0140014	Mitotic nuclear division	12	156	0.69	0.0031	9606.ENSP00000247191,9606.ENSP00000270708,9606.ENSP00000271452,9606.ENSP00000296509,9606.ENSP00000301633,9606.ENSP00000313950,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000358925,9606.ENSP00000361298,9606.ENSP00000361540,9606.ENSP00000362146	DLGAP5,WRAP73,NUF2,MAD2L1,BIRC5,AURKB,NEK2,KIF14,PSRC1,KIF2C,CDC20,CDCA8
GO Process	GO:0022904	Respiratory electron transport chain	10	107	0.77	0.0033	9606.ENSP00000233627,9606.ENSP00000252102,9606.ENSP00000263774,9606.ENSP00000266544,9606.ENSP00000274137,9606.ENSP00000322450,9606.ENSP00000327268,9606.ENSP00000356972,9606.ENSP00000362060,9606.ENSP00000364649	NDUFS7,NDUFA2,NDUFS3,NDUFA9,NDUFS6,NDUFV1,NDUFV2,NDUFS2,NDUFS5,SDHB
GO Process	GO:0002252	Immune effector process	34	969	0.35	0.0035	9606.ENSP00000221515,9606.ENSP00000236147,9606.ENSP00000255409,9606.ENSP00000271324,9606.ENSP00000271450,9606.ENSP00000284509,9606.ENSP00000294724,9606.ENSP00000294785,9606.ENSP00000313875,9606.ENSP00000313967,9606.ENSP00000327824,9606.ENSP00000342026,9606.ENSP00000348888,9606.ENSP00000351497,9606.ENSP00000355506,9606.ENSP00000355718,9606.ENSP00000355800,9606.ENSP00000356016,9606.ENSP00000356946,9606.ENSP00000357152,9606.ENSP00000357688,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357981,9606.ENSP00000360124,9606.ENSP00000363117,9606.ENSP00000363603,9606.ENSP00000364635,9606.ENSP00000366641,9606.ENSP00000381565,9606.ENSP00000415900,9606.ENSP00000433642,9606.ENSP00000438615,9606.ENSP00000451112	RETN,SELL,CHI3L1,CD53,FCGR2A,ATP8B4,AGL,NCSTN,CD46,C1QB,IFNLR1,PRDX6,PIGR,FCGR2B,EXO1,DLL1,TMEM63A,CR1,FCGR3A,CD1C,S100A13,S100A8,S100A12,CTSS,PGM1,FGR,FUCA1,PADI2,SLC2A5,DIAPH1,IL31RA,FCGR3B,C1R,NPC2
GO Process	GO:0045321	Leukocyte activation	33	929	0.35	0.0037	9606.ENSP00000221515,9606.ENSP00000236147,9606.ENSP00000255409,9606.ENSP00000271324,9606.ENSP00000271450,9606.ENSP00000284509,9606.ENSP00000289707,9606.ENSP00000294724,9606.ENSP00000294728,9606.ENSP00000294785,9606.ENSP00000342026,9606.ENSP00000348888,9606.ENSP00000351497,9606.ENSP00000355506,9606.ENSP00000355718,9606.ENSP00000355800,9606.ENSP00000356016,9606.ENSP00000356172,9606.ENSP00000357152,9606.ENSP00000357688,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357981,9606.ENSP00000360124,9606.ENSP00000360266,9606.ENSP00000363117,9606.ENSP00000363603,9606.ENSP00000364635,9606.ENSP00000366641,9606.ENSP00000381565,9606.ENSP00000412237,9606.ENSP00000433642,9606.ENSP00000451112	RETN,SELL,CHI3L1,CD53,FCGR2A,ATP8B4,SLAMF8,AGL,VCAM1,NCSTN,PRDX6,PIGR,FCGR2B,EXO1,DLL1,TMEM63A,CR1,SOX13,CD1C,S100A13,S100A8,S100A12,CTSS,PGM1,JUN,FGR,FUCA1,PADI2,SLC2A5,DIAPH1,IL10,FCGR3B,NPC2
GO Process	GO:0046903	Secretion	36	1097	0.32	0.0069	9606.ENSP00000221515,9606.ENSP00000236147,9606.ENSP00000255409,9606.ENSP00000264870,9606.ENSP00000271324,9606.ENSP00000271417,9606.ENSP00000271450,9606.ENSP00000284509,9606.ENSP00000294724,9606.ENSP00000294785,9606.ENSP00000342026,9606.ENSP00000346829,9606.ENSP00000348888,9606.ENSP00000355800,9606.ENSP00000356016,9606.ENSP00000357048,9606.ENSP00000357076,9606.ENSP00000357307,9606.ENSP00000357360,9606.ENSP00000357669,9606.ENSP00000357688,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357981,9606.ENSP00000358045,9606.ENSP00000360124,9606.ENSP00000363117,9606.ENSP00000363603,9606.ENSP00000364635,9606.ENSP00000366641,9606.ENSP00000381565,9606.ENSP00000433642,9606.ENSP00000437955,9606.ENSP00000440704,9606.ENSP00000451112,9606.ENSP00000477344	RETN,SELL,CHI3L1,F13A1,CD53,ILDR2,FCGR2A,ATP8B4,AGL,NCSTN,PRDX6,WLS,PIGR,TMEM63A,CR1,COPA,TAGLN2,SYT11,MTX1,NPR1,S100A13,S100A8,S100A12,CTSS,ECM1,PGM1,FGR,FUCA1,PADI2,SLC2A5,DIAPH1,FCGR3B,HIF1A,SYTL1,NPC2,SYT6
GO Process	GO:0051303	Establishment of chromosome localization	8	73	0.84	0.0073	9606.ENSP00000247191,9606.ENSP00000271452,9606.ENSP00000301633,9606.ENSP00000355922,9606.ENSP00000356319,9606.ENSP00000358925,9606.ENSP00000361298,9606.ENSP00000362146	DLGAP5,NUF2,BIRC5,CENPF,KIF14,PSRC1,KIF2C,CDCA8
GO Process	GO:0140352	Export from cell	34	1028	0.32	0.0095	9606.ENSP00000221515,9606.ENSP00000236147,9606.ENSP00000255409,9606.ENSP00000263980,9606.ENSP00000264870,9606.ENSP00000271324,9606.ENSP00000271417,9606.ENSP00000271450,9606.ENSP00000284509,9606.ENSP00000294724,9606.ENSP00000294785,9606.ENSP00000342026,9606.ENSP00000346829,9606.ENSP00000348888,9606.ENSP00000355800,9606.ENSP00000356016,9606.ENSP00000357076,9606.ENSP00000357307,9606.ENSP00000357688,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357981,9606.ENSP00000358045,9606.ENSP00000360124,9606.ENSP00000363117,9606.ENSP00000363603,9606.ENSP00000364635,9606.ENSP00000366641,9606.ENSP00000381565,9606.ENSP00000433642,9606.ENSP00000440704,9606.ENSP00000445306,9606.ENSP00000451112,9606.ENSP00000477344	RETN,SELL,CHI3L1,SLC9A1,F13A1,CD53,ILDR2,FCGR2A,ATP8B4,AGL,NCSTN,PRDX6,WLS,PIGR,TMEM63A,CR1,TAGLN2,SYT11,S100A13,S100A8,S100A12,CTSS,ECM1,PGM1,FGR,FUCA1,PADI2,SLC2A5,DIAPH1,FCGR3B,SYTL1,ATP1A1,NPC2,SYT6
GO Process	GO:0007088	Regulation of mitotic nuclear division	11	162	0.64	0.0155	9606.ENSP00000247191,9606.ENSP00000287598,9606.ENSP00000296509,9606.ENSP00000301633,9606.ENSP00000313950,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000361540,9606.ENSP00000362937,9606.ENSP00000394394,9606.ENSP00000434614	DLGAP5,BUB1B,MAD2L1,BIRC5,AURKB,CENPF,NEK2,CDC20,RCC1,ANAPC7,CDC27
GO Process	GO:0002376	Immune system process	63	2481	0.21	0.0166	9606.ENSP00000221515,9606.ENSP00000236147,9606.ENSP00000255409,9606.ENSP00000271324,9606.ENSP00000271450,9606.ENSP00000284509,9606.ENSP00000289707,9606.ENSP00000294671,9606.ENSP00000294724,9606.ENSP00000294728,9606.ENSP00000294785,9606.ENSP00000297679,9606.ENSP00000305416,9606.ENSP00000313875,9606.ENSP00000313967,9606.ENSP00000327824,9606.ENSP00000330237,9606.ENSP00000342026,9606.ENSP00000348888,9606.ENSP00000351497,9606.ENSP00000355228,9606.ENSP00000355506,9606.ENSP00000355718,9606.ENSP00000355759,9606.ENSP00000355800,9606.ENSP00000355890,9606.ENSP00000356016,9606.ENSP00000356058,9606.ENSP00000356172,9606.ENSP00000356429,9606.ENSP00000356505,9606.ENSP00000356946,9606.ENSP00000357152,9606.ENSP00000357688,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357981,9606.ENSP00000358151,9606.ENSP00000359485,9606.ENSP00000359488,9606.ENSP00000359719,9606.ENSP00000360124,9606.ENSP00000360266,9606.ENSP00000361298,9606.ENSP00000363117,9606.ENSP00000363603,9606.ENSP00000364635,9606.ENSP00000365851,9606.ENSP00000366641,9606.ENSP00000371505,9606.ENSP00000381565,9606.ENSP00000401010,9606.ENSP00000412237,9606.ENSP00000415900,9606.ENSP00000428085,9606.ENSP00000433642,9606.ENSP00000437955,9606.ENSP00000438615,9606.ENSP00000440643,9606.ENSP00000441065,9606.ENSP00000451112,9606.ENSP00000462729,9606.ENSP00000484824	RETN,SELL,CHI3L1,CD53,FCGR2A,ATP8B4,SLAMF8,GBP7,AGL,VCAM1,NCSTN,HSD3B7,S1PR1,CD46,C1QB,IFNLR1,CASP9,PRDX6,PIGR,FCGR2B,HMGN2,EXO1,DLL1,PARP1,TMEM63A,EPRS,CR1,FAIM3,SOX13,RGS1,NCF2,FCGR3A,CD1C,S100A13,S100A8,S100A12,CTSS,HIST2H2BE,GBP6,GBP5,PRKACB,PGM1,JUN,KIF2C,FGR,FUCA1,PADI2,BMI1,SLC2A5,CLEC6A,DIAPH1,CAPZB,IL10,IL31RA,RPL30,FCGR3B,HIF1A,C1R,TLR5,SLC16A1,NPC2,OTUD7B,MUC1
GO Process	GO:0032940	Secretion by cell	32	979	0.32	0.0184	9606.ENSP00000221515,9606.ENSP00000236147,9606.ENSP00000255409,9606.ENSP00000264870,9606.ENSP00000271324,9606.ENSP00000271417,9606.ENSP00000271450,9606.ENSP00000284509,9606.ENSP00000294724,9606.ENSP00000294785,9606.ENSP00000342026,9606.ENSP00000346829,9606.ENSP00000348888,9606.ENSP00000355800,9606.ENSP00000356016,9606.ENSP00000357076,9606.ENSP00000357307,9606.ENSP00000357688,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357981,9606.ENSP00000358045,9606.ENSP00000360124,9606.ENSP00000363117,9606.ENSP00000363603,9606.ENSP00000364635,9606.ENSP00000366641,9606.ENSP00000381565,9606.ENSP00000433642,9606.ENSP00000440704,9606.ENSP00000451112,9606.ENSP00000477344	RETN,SELL,CHI3L1,F13A1,CD53,ILDR2,FCGR2A,ATP8B4,AGL,NCSTN,PRDX6,WLS,PIGR,TMEM63A,CR1,TAGLN2,SYT11,S100A13,S100A8,S100A12,CTSS,ECM1,PGM1,FGR,FUCA1,PADI2,SLC2A5,DIAPH1,FCGR3B,SYTL1,NPC2,SYT6
GO Process	GO:0009987	Cellular process	262	15024	0.05	0.0264	9606.ENSP00000178640,9606.ENSP00000196061,9606.ENSP00000221515,9606.ENSP00000222572,9606.ENSP00000233627,9606.ENSP00000235329,9606.ENSP00000236040,9606.ENSP00000236147,9606.ENSP00000236273,9606.ENSP00000247191,9606.ENSP00000247986,9606.ENSP00000251527,9606.ENSP00000252102,9606.ENSP00000252486,9606.ENSP00000253063,9606.ENSP00000255120,9606.ENSP00000255409,9606.ENSP00000255416,9606.ENSP00000256637,9606.ENSP00000259154,9606.ENSP00000261461,9606.ENSP00000261714,9606.ENSP00000262288,9606.ENSP00000262662,9606.ENSP00000262741,9606.ENSP00000262812,9606.ENSP00000263774,9606.ENSP00000263934,9606.ENSP00000263980,9606.ENSP00000264870,9606.ENSP00000266544,9606.ENSP00000267430,9606.ENSP00000270708,9606.ENSP00000270776,9606.ENSP00000270792,9606.ENSP00000271234,9606.ENSP00000271324,9606.ENSP00000271417,9606.ENSP00000271450,9606.ENSP00000271452,9606.ENSP00000271688,9606.ENSP00000272238,9606.ENSP00000274137,9606.ENSP00000282074,9606.ENSP00000284509,9606.ENSP00000285735,9606.ENSP00000286692,9606.ENSP00000287598,9606.ENSP00000289707,9606.ENSP00000289749,9606.ENSP00000290663,9606.ENSP00000294507,9606.ENSP00000294671,9606.ENSP00000294724,9606.ENSP00000294728,9606.ENSP00000294785,9606.ENSP00000296509,9606.ENSP00000297679,9606.ENSP00000301633,9606.ENSP00000305416,9606.ENSP00000308583,9606.ENSP00000311083,9606.ENSP00000313922,9606.ENSP00000313950,9606.ENSP00000313967,9606.ENSP00000318094,9606.ENSP00000322450,9606.ENSP00000327268,9606.ENSP00000327824,9606.ENSP00000330237,9606.ENSP00000331965,9606.ENSP00000334657,9606.ENSP00000338769,9606.ENSP00000342026,9606.ENSP00000342385,9606.ENSP00000346088,9606.ENSP00000346829,9606.ENSP00000348888,9606.ENSP00000349016,9606.ENSP00000349594,9606.ENSP00000351407,9606.ENSP00000351497,9606.ENSP00000354451,9606.ENSP00000354669,9606.ENSP00000355141,9606.ENSP00000355228,9606.ENSP00000355299,9606.ENSP00000355506,9606.ENSP00000355541,9606.ENSP00000355718,9606.ENSP00000355759,9606.ENSP00000355800,9606.ENSP00000355890,9606.ENSP00000355922,9606.ENSP00000355955,9606.ENSP00000355958,9606.ENSP00000355964,9606.ENSP00000355966,9606.ENSP00000356016,9606.ENSP00000356110,9606.ENSP00000356125,9606.ENSP00000356172,9606.ENSP00000356243,9606.ENSP00000356280,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000356429,9606.ENSP00000356430,9606.ENSP00000356480,9606.ENSP00000356505,9606.ENSP00000356591,9606.ENSP00000356607,9606.ENSP00000356621,9606.ENSP00000356795,9606.ENSP00000356919,9606.ENSP00000356946,9606.ENSP00000356972,9606.ENSP00000357048,9606.ENSP00000357051,9606.ENSP00000357076,9606.ENSP00000357086,9606.ENSP00000357152,9606.ENSP00000357199,9606.ENSP00000357206,9606.ENSP00000357256,9606.ENSP00000357259,9606.ENSP00000357307,9606.ENSP00000357360,9606.ENSP00000357362,9606.ENSP00000357389,9606.ENSP00000357475,9606.ENSP00000357555,9606.ENSP00000357644,9606.ENSP00000357669,9606.ENSP00000357688,9606.ENSP00000357705,9606.ENSP00000357709,9606.ENSP00000357722,9606.ENSP00000357726,9606.ENSP00000357812,9606.ENSP00000357823,9606.ENSP00000357901,9606.ENSP00000357981,9606.ENSP00000358045,9606.ENSP00000358060,9606.ENSP00000358151,9606.ENSP00000358478,9606.ENSP00000358482,9606.ENSP00000358515,9606.ENSP00000358730,9606.ENSP00000358814,9606.ENSP00000358925,9606.ENSP00000359132,9606.ENSP00000359264,9606.ENSP00000359345,9606.ENSP00000359485,9606.ENSP00000359488,9606.ENSP00000359699,9606.ENSP00000359719,9606.ENSP00000359871,9606.ENSP00000360021,9606.ENSP00000360034,9606.ENSP00000360124,9606.ENSP00000360133,9606.ENSP00000360266,9606.ENSP00000360296,9606.ENSP00000360569,9606.ENSP00000360577,9606.ENSP00000360688,9606.ENSP00000360762,9606.ENSP00000360913,9606.ENSP00000360939,9606.ENSP00000360944,9606.ENSP00000361014,9606.ENSP00000361043,9606.ENSP00000361281,9606.ENSP00000361298,9606.ENSP00000361540,9606.ENSP00000361554,9606.ENSP00000361626,9606.ENSP00000361834,9606.ENSP00000362060,9606.ENSP00000362146,9606.ENSP00000362300,9606.ENSP00000362444,9606.ENSP00000362937,9606.ENSP00000362991,9606.ENSP00000363117,9606.ENSP00000363257,9606.ENSP00000363330,9606.ENSP00000363452,9606.ENSP00000363520,9606.ENSP00000363603,9606.ENSP00000363676,9606.ENSP00000364490,9606.ENSP00000364635,9606.ENSP00000364649,9606.ENSP00000365777,9606.ENSP00000365851,9606.ENSP00000366628,9606.ENSP00000366641,9606.ENSP00000367086,9606.ENSP00000367173,9606.ENSP00000367727,9606.ENSP00000371505,9606.ENSP00000373477,9606.ENSP00000376168,9606.ENSP00000376899,9606.ENSP00000378974,9606.ENSP00000379888,9606.ENSP00000379895,9606.ENSP00000380494,9606.ENSP00000380901,9606.ENSP00000381565,9606.ENSP00000381740,9606.ENSP00000385510,9606.ENSP00000386439,9606.ENSP00000388293,9606.ENSP00000393139,9606.ENSP00000393474,9606.ENSP00000394394,9606.ENSP00000399136,9606.ENSP00000399805,9606.ENSP00000401010,9606.ENSP00000406293,9606.ENSP00000410452,9606.ENSP00000412237,9606.ENSP00000412292,9606.ENSP00000415900,9606.ENSP00000417677,9606.ENSP00000417748,9606.ENSP00000418447,9606.ENSP00000419494,9606.ENSP00000419740,9606.ENSP00000419901,9606.ENSP00000420443,9606.ENSP00000428085,9606.ENSP00000433642,9606.ENSP00000434614,9606.ENSP00000435412,9606.ENSP00000435585,9606.ENSP00000437955,9606.ENSP00000439170,9606.ENSP00000440643,9606.ENSP00000440704,9606.ENSP00000441065,9606.ENSP00000445306,9606.ENSP00000451112,9606.ENSP00000457168,9606.ENSP00000460964,9606.ENSP00000462099,9606.ENSP00000462729,9606.ENSP00000463057,9606.ENSP00000463154,9606.ENSP00000472985,9606.ENSP00000473348,9606.ENSP00000476755,9606.ENSP00000477344,9606.ENSP00000480004,9606.ENSP00000482841,9606.ENSP00000484824,9606.ENSP00000485061	MAP2K5,PLOD1,RETN,PON2,NDUFS7,MFN2,LEPRE1,SELL,SYF2,DLGAP5,KIF17,ESYT2,NDUFA2,APOE,SESN2,NASP,CHI3L1,MYBPH,SORT1,KCTD3,PPP2R5A,BLMH,SCPEP1,CDKN2C,PIK3R3,COPE,NDUFS3,KIF1B,SLC9A1,F13A1,NDUFA9,FANCM,WRAP73,PGD,SH3BGRL3,FNBP1L,CD53,ILDR2,FCGR2A,NUF2,CERS2,ATP6V1C2,NDUFS6,SPC25,ATP8B4,RHOC,DRAM2,BUB1B,SLAMF8,NBL1,MED8,LAPTM5,GBP7,AGL,VCAM1,NCSTN,MAD2L1,HSD3B7,BIRC5,S1PR1,APITD1,CKS1B,OAZ3,AURKB,C1QB,SCMH1,NDUFV1,NDUFV2,IFNLR1,CASP9,TLCD2,TRIM46,ASAP3,PRDX6,PTGES,RPL22,WLS,PIGR,PEX14,ELAVL4,ARNT,FCGR2B,IQGAP3,FAM63A,SEPN1,HMGN2,TSEN15,EXO1,HEATR1,DLL1,PARP1,TMEM63A,EPRS,CENPF,NENF,DTL,LPGAT1,NEK2,CR1,NUCKS1,NUAK2,SOX13,UBE2T,PHLDA3,KIF14,ASPM,RGS1,RGS18,RNF2,NCF2,SOAT1,RALGPS2,RASAL2,TBX19,ATF6,FCGR3A,NDUFS2,COPA,PEX19,TAGLN2,FCRL6,CD1C,RRNAD1,NES,PMF1,PMF1-BGLAP,SYT11,MTX1,THBS3,SLC50A1,ATP8B2,RPS27,GATAD2B,NPR1,S100A13,S100A4,S100A6,S100A8,S100A12,TDRKH,MRPL9,SCNM1,CTSS,ECM1,TARS2,HIST2H2BE,TTF2,CD101,SLC22A15,ADORA3,AHCYL1,PSRC1,EXTL2,BCAR3,RPL5,GBP6,GBP5,DNASE2B,PRKACB,ACADM,GNG12,SERBP1,PGM1,ITGB3BP,JUN,PPAP2B,SCP2,ECHDC2,TXNDC12,ANKRD1,SPATA6,CMPK1,STIL,MKNK1,RAD54L,BEST4,KIF2C,CDC20,TIE1,YBX1,COL9A2,NDUFS5,CDCA8,AGO1,DLGAP3,RCC1,XKR8,FGR,ZDHHC18,CD52,MAN1C1,NIPAL3,FUCA1,RPL11,ALDH4A1,PADI2,SDHB,MTHFR,BMI1,GPR157,SLC2A5,ACOT7,RNF207,PANK4,CLEC6A,GPX3,STRA13,PTGFRN,MAPK8,RPS8,GATM,MYCL,COL8A2,DIAPH1,PARP3,GPSM2,SYNC,TSTD1,CDC7,CD163L1,ANAPC7,SLC6A12,CRYZ,CAPZB,TCEA3,STMN1,IL10,DEPDC1,IL31RA,ZBTB8OS,DDI2,PPP2CA,RYBP,NSUN4,L1TD1,CNIH4,RPL30,FCGR3B,CDC27,RPS6KA1,EPS8L2,HIF1A,TBCE,TLR5,SYTL1,SLC16A1,ATP1A1,NPC2,SZT2,ATPAF1,RASSF5,OTUD7B,PPIAL4C,ANP32E,RPS5,H6PD,PPP1R12B,SYT6,EPHX1,CRABP2,MUC1,SLC27A3
