"Annotation (pathway/process)"	"XD-score"	"Fisher q-value"	"Gene set size"	"Pathway size"	"Overlap size"
"GO:0007190~activation of adenylate cyclase activity"	-0.151644423260248	1	239	29	0
"GO:0007567~parturition"	-0.151644423260248	1	239	10	0
"GO:0001841~neural tube formation"	-0.151644423260248	1	239	15	0
"GO:0080111~DNA demethylation"	-0.151644423260248	1	239	11	0
"GO:0008016~regulation of heart contraction"	-0.151644423260248	1	239	37	0
"GO:0006569~tryptophan catabolic process"	-0.151644423260248	1	239	10	0
"GO:0043011~myeloid dendritic cell differentiation"	-0.151644423260248	1	239	13	0
"GO:0019835~cytolysis"	-0.151644423260248	1	239	26	0
"GO:0006957~complement activation, alternative pathway"	-0.151644423260248	1	239	15	0
"GO:0001822~kidney development"	-0.151644423260248	1	239	101	0
"GO:0051491~positive regulation of filopodium assembly"	-0.151644423260248	1	239	17	0
"GO:0008354~germ cell migration"	-0.151644423260248	1	239	10	0
"GO:0048663~neuron fate commitment"	-0.151644423260248	1	239	29	0
"GO:0048701~embryonic cranial skeleton morphogenesis"	-0.151644423260248	1	239	25	0
"GO:0070723~response to cholesterol"	-0.151644423260248	1	239	10	0
"GO:0071560~cellular response to transforming growth factor beta stimulus"	-0.151644423260248	1	239	29	0
"GO:0048705~skeletal system morphogenesis"	-0.151644423260248	1	239	36	0
"GO:0051897~positive regulation of protein kinase B signaling cascade"	-0.151644423260248	1	239	56	0
"GO:0032331~negative regulation of chondrocyte differentiation"	-0.151644423260248	1	239	13	0
"GO:0045885~positive regulation of survival gene product expression"	-0.151644423260248	1	239	13	0
"GO:0031396~regulation of protein ubiquitination"	-0.151644423260248	1	239	13	0
"GO:0060391~positive regulation of SMAD protein import into nucleus"	-0.151644423260248	1	239	12	0
"GO:0015937~coenzyme A biosynthetic process"	-0.151644423260248	1	239	10	0
"GO:0050860~negative regulation of T cell receptor signaling pathway"	-0.151644423260248	1	239	11	0
"GO:0044130~negative regulation of growth of symbiont in host"	-0.151644423260248	1	239	21	0
"GO:0042102~positive regulation of T cell proliferation"	-0.151644423260248	1	239	46	0
"GO:0032760~positive regulation of tumor necrosis factor production"	-0.151644423260248	1	239	31	0
"GO:0045080~positive regulation of chemokine biosynthetic process"	-0.151644423260248	1	239	12	0
"GO:0032735~positive regulation of interleukin-12 production"	-0.151644423260248	1	239	26	0
"GO:0050718~positive regulation of interleukin-1 beta secretion"	-0.151644423260248	1	239	17	0
"GO:0045672~positive regulation of osteoclast differentiation"	-0.151644423260248	1	239	19	0
"GO:0031398~positive regulation of protein ubiquitination"	-0.151644423260248	1	239	44	0
"GO:0031214~biomineral tissue development"	-0.151644423260248	1	239	20	0
"GO:0045930~negative regulation of mitotic cell cycle"	-0.151644423260248	1	239	16	0
"GO:0032435~negative regulation of proteasomal ubiquitin-dependent protein catabolic process"	-0.151644423260248	1	239	14	0
"GO:0045861~negative regulation of proteolysis"	-0.151644423260248	1	239	23	0
"GO:0018393~internal peptidyl-lysine acetylation"	-0.151644423260248	1	239	10	0
"GO:0048469~cell maturation"	-0.151644423260248	1	239	38	0
"GO:0042491~auditory receptor cell differentiation"	-0.151644423260248	1	239	12	0
"GO:0051216~cartilage development"	-0.151644423260248	1	239	70	0
"GO:0030513~positive regulation of BMP signaling pathway"	-0.151644423260248	1	239	27	0
"GO:0048715~negative regulation of oligodendrocyte differentiation"	-0.151644423260248	1	239	12	0
"GO:0097150~neuronal stem cell maintenance"	-0.151644423260248	1	239	10	0
"GO:0050767~regulation of neurogenesis"	-0.151644423260248	1	239	11	0
"GO:0048066~developmental pigmentation"	-0.151644423260248	1	239	14	0
"GO:0032438~melanosome organization"	-0.151644423260248	1	239	13	0
"GO:0043473~pigmentation"	-0.151644423260248	1	239	31	0
"GO:0032874~positive regulation of stress-activated MAPK cascade"	-0.151644423260248	1	239	15	0
"GO:0050680~negative regulation of epithelial cell proliferation"	-0.151644423260248	1	239	46	0
"GO:0043068~positive regulation of programmed cell death"	-0.151644423260248	1	239	11	0
"GO:0007519~skeletal muscle tissue development"	-0.151644423260248	1	239	52	0
"GO:0006352~transcription initiation, DNA-dependent"	-0.151644423260248	1	239	34	0
"GO:0001516~prostaglandin biosynthetic process"	-0.151644423260248	1	239	15	0
"GO:0031581~hemidesmosome assembly"	-0.151644423260248	1	239	12	0
"GO:0060441~epithelial tube branching involved in lung morphogenesis"	-0.151644423260248	1	239	15	0
"GO:0045879~negative regulation of smoothened signaling pathway"	-0.151644423260248	1	239	19	0
"GO:0043249~erythrocyte maturation"	-0.151644423260248	1	239	11	0
"GO:0006144~purine base metabolic process"	-0.151644423260248	1	239	36	0
"GO:0048513~organ development"	-0.151644423260248	1	239	16	0
"GO:0009168~purine ribonucleoside monophosphate biosynthetic process"	-0.151644423260248	1	239	17	0
"GO:0006520~cellular amino acid metabolic process"	-0.151644423260248	1	239	57	0
"GO:0050890~cognition"	-0.151644423260248	1	239	17	0
"GO:0019370~leukotriene biosynthetic process"	-0.151644423260248	1	239	29	0
"GO:0019369~arachidonic acid metabolic process"	-0.151644423260248	1	239	10	0
"GO:0019233~sensory perception of pain"	-0.151644423260248	1	239	44	0
"GO:0006692~prostanoid metabolic process"	-0.151644423260248	1	239	12	0
"GO:0009303~rRNA transcription"	-0.151644423260248	1	239	13	0
"GO:0048468~cell development"	-0.151644423260248	1	239	23	0
"GO:0006081~cellular aldehyde metabolic process"	-0.151644423260248	1	239	11	0
"GO:0002031~G-protein coupled receptor internalization"	-0.151644423260248	1	239	11	0
"GO:0032012~regulation of ARF protein signal transduction"	-0.151644423260248	1	239	16	0
"GO:0043586~tongue development"	-0.151644423260248	1	239	10	0
"GO:0050872~white fat cell differentiation"	-0.151644423260248	1	239	11	0
"GO:0043278~response to morphine"	-0.151644423260248	1	239	24	0
"GO:0033572~transferrin transport"	-0.151644423260248	1	239	31	0
"GO:0060348~bone development"	-0.151644423260248	1	239	19	0
"GO:0050729~positive regulation of inflammatory response"	-0.151644423260248	1	239	47	0
"GO:0009612~response to mechanical stimulus"	-0.151644423260248	1	239	58	0
"GO:0000187~activation of MAPK activity"	-0.151644423260248	1	239	102	0
"GO:0002925~positive regulation of humoral immune response mediated by circulating immunoglobulin"	-0.151644423260248	1	239	11	0
"GO:0045060~negative thymic T cell selection"	-0.151644423260248	1	239	12	0
"GO:0051209~release of sequestered calcium ion into cytosol"	-0.151644423260248	1	239	25	0
"GO:0050853~B cell receptor signaling pathway"	-0.151644423260248	1	239	29	0
"GO:0002244~hemopoietic progenitor cell differentiation"	-0.151644423260248	1	239	12	0
"GO:0042100~B cell proliferation"	-0.151644423260248	1	239	13	0
"GO:0030217~T cell differentiation"	-0.151644423260248	1	239	31	0
"GO:0046641~positive regulation of alpha-beta T cell proliferation"	-0.151644423260248	1	239	11	0
"GO:0050850~positive regulation of calcium-mediated signaling"	-0.151644423260248	1	239	22	0
"GO:0010524~positive regulation of calcium ion transport into cytosol"	-0.151644423260248	1	239	17	0
"GO:0006376~mRNA splice site selection"	-0.151644423260248	1	239	11	0
"GO:0008154~actin polymerization or depolymerization"	-0.151644423260248	1	239	15	0
"GO:0090004~positive regulation of establishment of protein localization in plasma membrane"	-0.151644423260248	1	239	12	0
"GO:0048678~response to axon injury"	-0.151644423260248	1	239	30	0
"GO:0006865~amino acid transport"	-0.151644423260248	1	239	32	0
"GO:0016571~histone methylation"	-0.151644423260248	1	239	24	0
"GO:0032007~negative regulation of TOR signaling cascade"	-0.151644423260248	1	239	14	0
"GO:0042149~cellular response to glucose starvation"	-0.151644423260248	1	239	13	0
"GO:0042752~regulation of circadian rhythm"	-0.151644423260248	1	239	11	0
"GO:0006695~cholesterol biosynthetic process"	-0.151644423260248	1	239	34	0
"GO:0010508~positive regulation of autophagy"	-0.151644423260248	1	239	12	0
"GO:0048511~rhythmic process"	-0.151644423260248	1	239	16	0
"GO:0031000~response to caffeine"	-0.151644423260248	1	239	11	0
"GO:0070301~cellular response to hydrogen peroxide"	-0.151644423260248	1	239	24	0
"GO:0005980~glycogen catabolic process"	-0.151644423260248	1	239	20	0
"GO:0031016~pancreas development"	-0.151644423260248	1	239	33	0
"GO:0032570~response to progesterone stimulus"	-0.151644423260248	1	239	27	0
"GO:0045019~negative regulation of nitric oxide biosynthetic process"	-0.151644423260248	1	239	10	0
"GO:0030879~mammary gland development"	-0.151644423260248	1	239	35	0
"GO:0031116~positive regulation of microtubule polymerization"	-0.151644423260248	1	239	12	0
"GO:0033137~negative regulation of peptidyl-serine phosphorylation"	-0.151644423260248	1	239	11	0
"GO:0009267~cellular response to starvation"	-0.151644423260248	1	239	23	0
"GO:0006940~regulation of smooth muscle contraction"	-0.151644423260248	1	239	15	0
"GO:0016050~vesicle organization"	-0.151644423260248	1	239	11	0
"GO:2001244~positive regulation of intrinsic apoptotic signaling pathway"	-0.151644423260248	1	239	15	0
"GO:2001238~positive regulation of extrinsic apoptotic signaling pathway"	-0.151644423260248	1	239	12	0
"GO:0051480~cytosolic calcium ion homeostasis"	-0.151644423260248	1	239	12	0
"GO:0051259~protein oligomerization"	-0.151644423260248	1	239	40	0
"GO:0045766~positive regulation of angiogenesis"	-0.151644423260248	1	239	73	0
"GO:0048010~vascular endothelial growth factor receptor signaling pathway"	-0.151644423260248	1	239	25	0
"GO:0035924~cellular response to vascular endothelial growth factor stimulus"	-0.151644423260248	1	239	13	0
"GO:0032743~positive regulation of interleukin-2 production"	-0.151644423260248	1	239	10	0
"GO:0010595~positive regulation of endothelial cell migration"	-0.151644423260248	1	239	27	0
"GO:0043536~positive regulation of blood vessel endothelial cell migration"	-0.151644423260248	1	239	15	0
"GO:0015991~ATP hydrolysis coupled proton transport"	-0.151644423260248	1	239	31	0
"GO:0016338~calcium-independent cell-cell adhesion"	-0.151644423260248	1	239	21	0
"GO:0035329~hippo signaling cascade"	-0.151644423260248	1	239	24	0
"GO:0022409~positive regulation of cell-cell adhesion"	-0.151644423260248	1	239	15	0
"GO:0050870~positive regulation of T cell activation"	-0.151644423260248	1	239	19	0
"GO:0045740~positive regulation of DNA replication"	-0.151644423260248	1	239	35	0
"GO:0071375~cellular response to peptide hormone stimulus"	-0.151644423260248	1	239	16	0
"GO:0048665~neuron fate specification"	-0.151644423260248	1	239	11	0
"GO:0046415~urate metabolic process"	-0.151644423260248	1	239	10	0
"GO:0015804~neutral amino acid transport"	-0.151644423260248	1	239	14	0
"GO:0008630~DNA damage response, signal transduction resulting in induction of apoptosis"	-0.151644423260248	1	239	22	0
"GO:0048268~clathrin coat assembly"	-0.151644423260248	1	239	10	0
"GO:0043116~negative regulation of vascular permeability"	-0.151644423260248	1	239	11	0
"GO:0019228~regulation of action potential in neuron"	-0.151644423260248	1	239	15	0
"GO:0019229~regulation of vasoconstriction"	-0.151644423260248	1	239	18	0
"GO:0043623~cellular protein complex assembly"	-0.151644423260248	1	239	15	0
"GO:0030238~male sex determination"	-0.151644423260248	1	239	11	0
"GO:0007548~sex differentiation"	-0.151644423260248	1	239	21	0
"GO:0060444~branching involved in mammary gland duct morphogenesis"	-0.151644423260248	1	239	17	0
"GO:0060070~canonical Wnt receptor signaling pathway"	-0.151644423260248	1	239	77	0
"GO:0048596~embryonic camera-type eye morphogenesis"	-0.151644423260248	1	239	15	0
"GO:0042733~embryonic digit morphogenesis"	-0.151644423260248	1	239	47	0
"GO:0046849~bone remodeling"	-0.151644423260248	1	239	14	0
"GO:0060042~retina morphogenesis in camera-type eye"	-0.151644423260248	1	239	10	0
"GO:0009755~hormone-mediated signaling pathway"	-0.151644423260248	1	239	21	0
"GO:0007005~mitochondrion organization"	-0.151644423260248	1	239	34	0
"GO:0006906~vesicle fusion"	-0.151644423260248	1	239	11	0
"GO:0001508~regulation of action potential"	-0.151644423260248	1	239	19	0
"GO:0042594~response to starvation"	-0.151644423260248	1	239	28	0
"GO:0001523~retinoid metabolic process"	-0.151644423260248	1	239	11	0
"GO:0048488~synaptic vesicle endocytosis"	-0.151644423260248	1	239	12	0
"GO:0033189~response to vitamin A"	-0.151644423260248	1	239	16	0
"GO:0042572~retinol metabolic process"	-0.151644423260248	1	239	18	0
"GO:0071407~cellular response to organic cyclic compound"	-0.151644423260248	1	239	40	0
"GO:0001657~ureteric bud development"	-0.151644423260248	1	239	45	0
"GO:0007276~gamete generation"	-0.151644423260248	1	239	15	0
"GO:0042592~homeostatic process"	-0.151644423260248	1	239	10	0
"GO:0061036~positive regulation of cartilage development"	-0.151644423260248	1	239	11	0
"GO:0009880~embryonic pattern specification"	-0.151644423260248	1	239	25	0
"GO:0008585~female gonad development"	-0.151644423260248	1	239	18	0
"GO:0048008~platelet-derived growth factor receptor signaling pathway"	-0.151644423260248	1	239	23	0
"GO:0008589~regulation of smoothened signaling pathway"	-0.151644423260248	1	239	16	0
"GO:0021904~dorsal/ventral neural tube patterning"	-0.151644423260248	1	239	16	0
"GO:0051482~elevation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway"	-0.151644423260248	1	239	12	0
"GO:0090023~positive regulation of neutrophil chemotaxis"	-0.151644423260248	1	239	15	0
"GO:0007585~respiratory gaseous exchange"	-0.151644423260248	1	239	34	0
"GO:0060322~head development"	-0.151644423260248	1	239	12	0
"GO:0014032~neural crest cell development"	-0.151644423260248	1	239	15	0
"GO:0030818~negative regulation of cAMP biosynthetic process"	-0.151644423260248	1	239	10	0
"GO:0051928~positive regulation of calcium ion transport"	-0.151644423260248	1	239	22	0
"GO:0000083~regulation of transcription involved in G1/S phase of mitotic cell cycle"	-0.151644423260248	1	239	19	0
"GO:0032148~activation of protein kinase B activity"	-0.151644423260248	1	239	11	0
"GO:0003323~type B pancreatic cell development"	-0.151644423260248	1	239	10	0
"GO:0007292~female gamete generation"	-0.151644423260248	1	239	19	0
"GO:0006750~glutathione biosynthetic process"	-0.151644423260248	1	239	17	0
"GO:0030889~negative regulation of B cell proliferation"	-0.151644423260248	1	239	12	0
"GO:0060134~prepulse inhibition"	-0.151644423260248	1	239	13	0
"GO:0035235~ionotropic glutamate receptor signaling pathway"	-0.151644423260248	1	239	14	0
"GO:0000266~mitochondrial fission"	-0.151644423260248	1	239	10	0
"GO:0051496~positive regulation of stress fiber assembly"	-0.151644423260248	1	239	27	0
"GO:0010634~positive regulation of epithelial cell migration"	-0.151644423260248	1	239	16	0
"GO:0008333~endosome to lysosome transport"	-0.151644423260248	1	239	26	0
"GO:0009312~oligosaccharide biosynthetic process"	-0.151644423260248	1	239	14	0
"GO:0032094~response to food"	-0.151644423260248	1	239	11	0
"GO:0040014~regulation of multicellular organism growth"	-0.151644423260248	1	239	27	0
"GO:0042523~positive regulation of tyrosine phosphorylation of Stat5 protein"	-0.151644423260248	1	239	15	0
"GO:0006809~nitric oxide biosynthetic process"	-0.151644423260248	1	239	15	0
"GO:0006527~arginine catabolic process"	-0.151644423260248	1	239	10	0
"GO:0045579~positive regulation of B cell differentiation"	-0.151644423260248	1	239	10	0
"GO:0006479~protein methylation"	-0.151644423260248	1	239	21	0
"GO:0003333~amino acid transmembrane transport"	-0.151644423260248	1	239	17	0
"GO:0032456~endocytic recycling"	-0.151644423260248	1	239	10	0
"GO:0060445~branching involved in salivary gland morphogenesis"	-0.151644423260248	1	239	13	0
"GO:0007062~sister chromatid cohesion"	-0.151644423260248	1	239	13	0
"GO:0003281~ventricular septum development"	-0.151644423260248	1	239	14	0
"GO:0003151~outflow tract morphogenesis"	-0.151644423260248	1	239	33	0
"GO:0090102~cochlea development"	-0.151644423260248	1	239	11	0
"GO:0009268~response to pH"	-0.151644423260248	1	239	14	0
"GO:0045909~positive regulation of vasodilation"	-0.151644423260248	1	239	17	0
"GO:0010596~negative regulation of endothelial cell migration"	-0.151644423260248	1	239	10	0
"GO:0042448~progesterone metabolic process"	-0.151644423260248	1	239	12	0
"GO:0008209~androgen metabolic process"	-0.151644423260248	1	239	19	0
"GO:0007422~peripheral nervous system development"	-0.151644423260248	1	239	34	0
"GO:0006637~acyl-CoA metabolic process"	-0.151644423260248	1	239	17	0
"GO:0060484~lung-associated mesenchyme development"	-0.151644423260248	1	239	10	0
"GO:0019953~sexual reproduction"	-0.151644423260248	1	239	10	0
"GO:0055015~ventricular cardiac muscle cell development"	-0.151644423260248	1	239	10	0
"GO:0060045~positive regulation of cardiac muscle cell proliferation"	-0.151644423260248	1	239	15	0
"GO:0014075~response to amine stimulus"	-0.151644423260248	1	239	10	0
"GO:0006000~fructose metabolic process"	-0.151644423260248	1	239	11	0
"GO:0042221~response to chemical stimulus"	-0.151644423260248	1	239	25	0
"GO:0009743~response to carbohydrate stimulus"	-0.151644423260248	1	239	11	0
"GO:0050427~3'-phosphoadenosine 5'-phosphosulfate metabolic process"	-0.151644423260248	1	239	14	0
"GO:0006044~N-acetylglucosamine metabolic process"	-0.151644423260248	1	239	15	0
"GO:0045921~positive regulation of exocytosis"	-0.151644423260248	1	239	13	0
"GO:0045765~regulation of angiogenesis"	-0.151644423260248	1	239	24	0
"GO:0048738~cardiac muscle tissue development"	-0.151644423260248	1	239	14	0
"GO:0055010~ventricular cardiac muscle tissue morphogenesis"	-0.151644423260248	1	239	26	0
"GO:0060047~heart contraction"	-0.151644423260248	1	239	10	0
"GO:0055003~cardiac myofibril assembly"	-0.151644423260248	1	239	10	0
"GO:0045333~cellular respiration"	-0.151644423260248	1	239	13	0
"GO:0010038~response to metal ion"	-0.151644423260248	1	239	18	0
"GO:0046580~negative regulation of Ras protein signal transduction"	-0.151644423260248	1	239	17	0
"GO:0032320~positive regulation of Ras GTPase activity"	-0.151644423260248	1	239	18	0
"GO:0060716~labyrinthine layer blood vessel development"	-0.151644423260248	1	239	13	0
"GO:0007193~adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway"	-0.151644423260248	1	239	35	0
"GO:0033327~Leydig cell differentiation"	-0.151644423260248	1	239	14	0
"GO:0033197~response to vitamin E"	-0.151644423260248	1	239	10	0
"GO:0009416~response to light stimulus"	-0.151644423260248	1	239	19	0
"GO:0042327~positive regulation of phosphorylation"	-0.151644423260248	1	239	29	0
"GO:0042147~retrograde transport, endosome to Golgi"	-0.151644423260248	1	239	23	0
"GO:0051084~'de novo' posttranslational protein folding"	-0.151644423260248	1	239	38	0
"GO:0035162~embryonic hemopoiesis"	-0.151644423260248	1	239	19	0
"GO:0007140~male meiosis"	-0.151644423260248	1	239	15	0
"GO:0031047~gene silencing by RNA"	-0.151644423260248	1	239	18	0
"GO:0043046~DNA methylation involved in gamete generation"	-0.151644423260248	1	239	12	0
"GO:0008631~induction of apoptosis by oxidative stress"	-0.151644423260248	1	239	11	0
"GO:0007435~salivary gland morphogenesis"	-0.151644423260248	1	239	10	0
"GO:0042474~middle ear morphogenesis"	-0.151644423260248	1	239	24	0
"GO:0048704~embryonic skeletal system morphogenesis"	-0.151644423260248	1	239	54	0
"GO:0001656~metanephros development"	-0.151644423260248	1	239	39	0
"GO:0031589~cell-substrate adhesion"	-0.151644423260248	1	239	10	0
"GO:0046827~positive regulation of protein export from nucleus"	-0.151644423260248	1	239	11	0
"GO:0019079~viral genome replication"	-0.151644423260248	1	239	12	0
"GO:0001961~positive regulation of cytokine-mediated signaling pathway"	-0.151644423260248	1	239	10	0
"GO:0051898~negative regulation of protein kinase B signaling cascade"	-0.151644423260248	1	239	19	0
"GO:0048730~epidermis morphogenesis"	-0.151644423260248	1	239	10	0
"GO:0001676~long-chain fatty acid metabolic process"	-0.151644423260248	1	239	11	0
"GO:0000239~pachytene"	-0.151644423260248	1	239	10	0
"GO:0035265~organ growth"	-0.151644423260248	1	239	17	0
"GO:0050905~neuromuscular process"	-0.151644423260248	1	239	18	0
"GO:0040015~negative regulation of multicellular organism growth"	-0.151644423260248	1	239	10	0
"GO:0021702~cerebellar Purkinje cell differentiation"	-0.151644423260248	1	239	10	0
"GO:0048872~homeostasis of number of cells"	-0.151644423260248	1	239	12	0
"GO:0051567~histone H3-K9 methylation"	-0.151644423260248	1	239	10	0
"GO:0006275~regulation of DNA replication"	-0.151644423260248	1	239	16	0
"GO:0048260~positive regulation of receptor-mediated endocytosis"	-0.151644423260248	1	239	13	0
"GO:0008334~histone mRNA metabolic process"	-0.151644423260248	1	239	12	0
"GO:0050892~intestinal absorption"	-0.151644423260248	1	239	10	0
"GO:0019752~carboxylic acid metabolic process"	-0.151644423260248	1	239	10	0
"GO:0030511~positive regulation of transforming growth factor beta receptor signaling pathway"	-0.151644423260248	1	239	20	0
"GO:2000379~positive regulation of reactive oxygen species metabolic process"	-0.151644423260248	1	239	23	0
"GO:0040037~negative regulation of fibroblast growth factor receptor signaling pathway"	-0.151644423260248	1	239	10	0
"GO:0002040~sprouting angiogenesis"	-0.151644423260248	1	239	16	0
"GO:0010763~positive regulation of fibroblast migration"	-0.151644423260248	1	239	10	0
"GO:0030194~positive regulation of blood coagulation"	-0.151644423260248	1	239	11	0
"GO:0042535~positive regulation of tumor necrosis factor biosynthetic process"	-0.151644423260248	1	239	10	0
"GO:0043032~positive regulation of macrophage activation"	-0.151644423260248	1	239	10	0
"GO:0030838~positive regulation of actin filament polymerization"	-0.151644423260248	1	239	30	0
"GO:0032230~positive regulation of synaptic transmission, GABAergic"	-0.151644423260248	1	239	11	0
"GO:0007252~I-kappaB phosphorylation"	-0.151644423260248	1	239	12	0
"GO:0008299~isoprenoid biosynthetic process"	-0.151644423260248	1	239	15	0
"GO:0071397~cellular response to cholesterol"	-0.151644423260248	1	239	10	0
"GO:0008625~induction of apoptosis via death domain receptors"	-0.151644423260248	1	239	21	0
"GO:0007250~activation of NF-kappaB-inducing kinase activity"	-0.151644423260248	1	239	17	0
"GO:0001952~regulation of cell-matrix adhesion"	-0.151644423260248	1	239	13	0
"GO:0048813~dendrite morphogenesis"	-0.151644423260248	1	239	24	0
"GO:2000311~regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity"	-0.151644423260248	1	239	15	0
"GO:0019216~regulation of lipid metabolic process"	-0.151644423260248	1	239	16	0
"GO:0001502~cartilage condensation"	-0.151644423260248	1	239	21	0
"GO:0035116~embryonic hindlimb morphogenesis"	-0.151644423260248	1	239	32	0
"GO:0001964~startle response"	-0.151644423260248	1	239	11	0
"GO:0051930~regulation of sensory perception of pain"	-0.151644423260248	1	239	19	0
"GO:0001967~suckling behavior"	-0.151644423260248	1	239	13	0
"GO:0006337~nucleosome disassembly"	-0.151644423260248	1	239	16	0
"GO:0043923~positive regulation by host of viral transcription"	-0.151644423260248	1	239	10	0
"GO:0042130~negative regulation of T cell proliferation"	-0.151644423260248	1	239	33	0
"GO:0060548~negative regulation of cell death"	-0.151644423260248	1	239	22	0
"GO:0009798~axis specification"	-0.151644423260248	1	239	14	0
"GO:0032508~DNA duplex unwinding"	-0.151644423260248	1	239	23	0
"GO:0050708~regulation of protein secretion"	-0.151644423260248	1	239	10	0
"GO:0006098~pentose-phosphate shunt"	-0.151644423260248	1	239	15	0
"GO:0002027~regulation of heart rate"	-0.151644423260248	1	239	14	0
"GO:0043129~surfactant homeostasis"	-0.151644423260248	1	239	11	0
"GO:0016051~carbohydrate biosynthetic process"	-0.151644423260248	1	239	10	0
"GO:0046784~intronless viral mRNA export from host nucleus"	-0.151644423260248	1	239	13	0
"GO:0006476~protein deacetylation"	-0.151644423260248	1	239	12	0
"GO:0071356~cellular response to tumor necrosis factor"	-0.151644423260248	1	239	39	0
"GO:0006342~chromatin silencing"	-0.151644423260248	1	239	10	0
"GO:0060766~negative regulation of androgen receptor signaling pathway"	-0.151644423260248	1	239	11	0
"GO:0031103~axon regeneration"	-0.151644423260248	1	239	10	0
"GO:0021522~spinal cord motor neuron differentiation"	-0.151644423260248	1	239	12	0
"GO:0003148~outflow tract septum morphogenesis"	-0.151644423260248	1	239	10	0
"GO:0003007~heart morphogenesis"	-0.151644423260248	1	239	41	0
"GO:0033365~protein localization to organelle"	-0.151644423260248	1	239	12	0
"GO:0042136~neurotransmitter biosynthetic process"	-0.151644423260248	1	239	12	0
"GO:0001935~endothelial cell proliferation"	-0.151644423260248	1	239	11	0
"GO:0010042~response to manganese ion"	-0.151644423260248	1	239	11	0
"GO:0030316~osteoclast differentiation"	-0.151644423260248	1	239	20	0
"GO:0015684~ferrous iron transport"	-0.151644423260248	1	239	17	0
"GO:0007191~adenylate cyclase-activating dopamine receptor signaling pathway"	-0.151644423260248	1	239	10	0
"GO:0042438~melanin biosynthetic process"	-0.151644423260248	1	239	10	0
"GO:0016024~CDP-diacylglycerol biosynthetic process"	-0.151644423260248	1	239	16	0
"GO:0048255~mRNA stabilization"	-0.151644423260248	1	239	13	0
"GO:0006888~ER to Golgi vesicle-mediated transport"	-0.151644423260248	1	239	46	0
"GO:0046928~regulation of neurotransmitter secretion"	-0.151644423260248	1	239	16	0
"GO:0001946~lymphangiogenesis"	-0.151644423260248	1	239	12	0
"GO:0001945~lymph vessel development"	-0.151644423260248	1	239	12	0
"GO:0009987~cellular process"	-0.151644423260248	1	239	26	0
"GO:0006069~ethanol oxidation"	-0.151644423260248	1	239	10	0
"GO:0019059~initiation of viral infection"	-0.151644423260248	1	239	12	0
"GO:0055072~iron ion homeostasis"	-0.151644423260248	1	239	22	0
"GO:0046855~inositol phosphate dephosphorylation"	-0.151644423260248	1	239	10	0
"GO:0060664~epithelial cell proliferation involved in salivary gland morphogenesis"	-0.151644423260248	1	239	10	0
"GO:0010942~positive regulation of cell death"	-0.151644423260248	1	239	21	0
"GO:0001659~temperature homeostasis"	-0.151644423260248	1	239	15	0
"GO:0021854~hypothalamus development"	-0.151644423260248	1	239	13	0
"GO:0060039~pericardium development"	-0.151644423260248	1	239	10	0
"GO:0055007~cardiac muscle cell differentiation"	-0.151644423260248	1	239	23	0
"GO:0015939~pantothenate metabolic process"	-0.151644423260248	1	239	11	0
"GO:0007342~fusion of sperm to egg plasma membrane"	-0.151644423260248	1	239	10	0
"GO:0060079~regulation of excitatory postsynaptic membrane potential"	-0.151644423260248	1	239	26	0
"GO:0048167~regulation of synaptic plasticity"	-0.151644423260248	1	239	29	0
"GO:0051881~regulation of mitochondrial membrane potential"	-0.151644423260248	1	239	11	0
"GO:0001963~synaptic transmission, dopaminergic"	-0.151644423260248	1	239	13	0
"GO:0030166~proteoglycan biosynthetic process"	-0.151644423260248	1	239	10	0
"GO:0006790~sulfur compound metabolic process"	-0.151644423260248	1	239	13	0
"GO:0007600~sensory perception"	-0.151644423260248	1	239	11	0
"GO:0030878~thyroid gland development"	-0.151644423260248	1	239	21	0
"GO:0060174~limb bud formation"	-0.151644423260248	1	239	11	0
"GO:0001823~mesonephros development"	-0.151644423260248	1	239	14	0
"GO:0046579~positive regulation of Ras protein signal transduction"	-0.151644423260248	1	239	16	0
"GO:0035108~limb morphogenesis"	-0.151644423260248	1	239	23	0
"GO:0060425~lung morphogenesis"	-0.151644423260248	1	239	14	0
"GO:0060173~limb development"	-0.151644423260248	1	239	21	0
"GO:0033762~response to glucagon stimulus"	-0.151644423260248	1	239	11	0
"GO:0032755~positive regulation of interleukin-6 production"	-0.151644423260248	1	239	34	0
"GO:0042346~positive regulation of NF-kappaB import into nucleus"	-0.151644423260248	1	239	20	0
"GO:0032722~positive regulation of chemokine production"	-0.151644423260248	1	239	18	0
"GO:0045671~negative regulation of osteoclast differentiation"	-0.151644423260248	1	239	18	0
"GO:0051298~centrosome duplication"	-0.151644423260248	1	239	13	0
"GO:0009306~protein secretion"	-0.151644423260248	1	239	18	0
"GO:0006487~protein N-linked glycosylation"	-0.151644423260248	1	239	21	0
"GO:0071425~hemopoietic stem cell proliferation"	-0.151644423260248	1	239	12	0
"GO:0010719~negative regulation of epithelial to mesenchymal transition"	-0.151644423260248	1	239	13	0
"GO:0035413~positive regulation of catenin import into nucleus"	-0.151644423260248	1	239	12	0
