"Annotation (pathway/process)"	"XD-score"	"Fisher q-value"	"Gene set size"	"Pathway size"	"Overlap size"
"GO:0010226~response to lithium ion"	-0.155052244051803	1	255	11	0
"GO:0050995~negative regulation of lipid catabolic process"	-0.155052244051803	1	255	15	0
"GO:0070328~triglyceride homeostasis"	-0.155052244051803	1	255	18	0
"GO:0042953~lipoprotein transport"	-0.155052244051803	1	255	13	0
"GO:0007026~negative regulation of microtubule depolymerization"	-0.155052244051803	1	255	18	0
"GO:0042755~eating behavior"	-0.155052244051803	1	255	24	0
"GO:0048266~behavioral response to pain"	-0.155052244051803	1	255	13	0
"GO:0007200~phospholipase C-activating G-protein coupled receptor signaling pathway"	-0.155052244051803	1	255	38	0
"GO:0007613~memory"	-0.155052244051803	1	255	45	0
"GO:0043526~neuroprotection"	-0.155052244051803	1	255	27	0
"GO:0007567~parturition"	-0.155052244051803	1	255	10	0
"GO:0001841~neural tube formation"	-0.155052244051803	1	255	15	0
"GO:0080111~DNA demethylation"	-0.155052244051803	1	255	11	0
"GO:0046686~response to cadmium ion"	-0.155052244051803	1	255	20	0
"GO:0006569~tryptophan catabolic process"	-0.155052244051803	1	255	10	0
"GO:0043011~myeloid dendritic cell differentiation"	-0.155052244051803	1	255	13	0
"GO:0019835~cytolysis"	-0.155052244051803	1	255	26	0
"GO:0006957~complement activation, alternative pathway"	-0.155052244051803	1	255	15	0
"GO:0001822~kidney development"	-0.155052244051803	1	255	101	0
"GO:0043393~regulation of protein binding"	-0.155052244051803	1	255	16	0
"GO:0048663~neuron fate commitment"	-0.155052244051803	1	255	29	0
"GO:0048701~embryonic cranial skeleton morphogenesis"	-0.155052244051803	1	255	25	0
"GO:0070723~response to cholesterol"	-0.155052244051803	1	255	10	0
"GO:0048705~skeletal system morphogenesis"	-0.155052244051803	1	255	36	0
"GO:0032331~negative regulation of chondrocyte differentiation"	-0.155052244051803	1	255	13	0
"GO:0045885~positive regulation of survival gene product expression"	-0.155052244051803	1	255	13	0
"GO:0031396~regulation of protein ubiquitination"	-0.155052244051803	1	255	13	0
"GO:0060391~positive regulation of SMAD protein import into nucleus"	-0.155052244051803	1	255	12	0
"GO:0050860~negative regulation of T cell receptor signaling pathway"	-0.155052244051803	1	255	11	0
"GO:0006607~NLS-bearing substrate import into nucleus"	-0.155052244051803	1	255	14	0
"GO:0032760~positive regulation of tumor necrosis factor production"	-0.155052244051803	1	255	31	0
"GO:0045080~positive regulation of chemokine biosynthetic process"	-0.155052244051803	1	255	12	0
"GO:0032735~positive regulation of interleukin-12 production"	-0.155052244051803	1	255	26	0
"GO:0050718~positive regulation of interleukin-1 beta secretion"	-0.155052244051803	1	255	17	0
"GO:0045672~positive regulation of osteoclast differentiation"	-0.155052244051803	1	255	19	0
"GO:0010923~negative regulation of phosphatase activity"	-0.155052244051803	1	255	37	0
"GO:0050918~positive chemotaxis"	-0.155052244051803	1	255	22	0
"GO:0045930~negative regulation of mitotic cell cycle"	-0.155052244051803	1	255	16	0
"GO:0032435~negative regulation of proteasomal ubiquitin-dependent protein catabolic process"	-0.155052244051803	1	255	14	0
"GO:0045861~negative regulation of proteolysis"	-0.155052244051803	1	255	23	0
"GO:0018393~internal peptidyl-lysine acetylation"	-0.155052244051803	1	255	10	0
"GO:0048469~cell maturation"	-0.155052244051803	1	255	38	0
"GO:0042491~auditory receptor cell differentiation"	-0.155052244051803	1	255	12	0
"GO:0030513~positive regulation of BMP signaling pathway"	-0.155052244051803	1	255	27	0
"GO:0048715~negative regulation of oligodendrocyte differentiation"	-0.155052244051803	1	255	12	0
"GO:0001654~eye development"	-0.155052244051803	1	255	26	0
"GO:0048066~developmental pigmentation"	-0.155052244051803	1	255	14	0
"GO:0032438~melanosome organization"	-0.155052244051803	1	255	13	0
"GO:0043473~pigmentation"	-0.155052244051803	1	255	31	0
"GO:0000718~nucleotide-excision repair, DNA damage removal"	-0.155052244051803	1	255	23	0
"GO:0032874~positive regulation of stress-activated MAPK cascade"	-0.155052244051803	1	255	15	0
"GO:0050680~negative regulation of epithelial cell proliferation"	-0.155052244051803	1	255	46	0
"GO:0032436~positive regulation of proteasomal ubiquitin-dependent protein catabolic process"	-0.155052244051803	1	255	31	0
"GO:0043068~positive regulation of programmed cell death"	-0.155052244051803	1	255	11	0
"GO:0007519~skeletal muscle tissue development"	-0.155052244051803	1	255	52	0
"GO:0051592~response to calcium ion"	-0.155052244051803	1	255	58	0
"GO:0006921~cellular component disassembly involved in apoptotic process"	-0.155052244051803	1	255	49	0
"GO:0031581~hemidesmosome assembly"	-0.155052244051803	1	255	12	0
"GO:0060441~epithelial tube branching involved in lung morphogenesis"	-0.155052244051803	1	255	15	0
"GO:0045879~negative regulation of smoothened signaling pathway"	-0.155052244051803	1	255	19	0
"GO:0043249~erythrocyte maturation"	-0.155052244051803	1	255	11	0
"GO:0006144~purine base metabolic process"	-0.155052244051803	1	255	36	0
"GO:0048513~organ development"	-0.155052244051803	1	255	16	0
"GO:0009168~purine ribonucleoside monophosphate biosynthetic process"	-0.155052244051803	1	255	17	0
"GO:0050890~cognition"	-0.155052244051803	1	255	17	0
"GO:0046034~ATP metabolic process"	-0.155052244051803	1	255	21	0
"GO:0019370~leukotriene biosynthetic process"	-0.155052244051803	1	255	29	0
"GO:0019369~arachidonic acid metabolic process"	-0.155052244051803	1	255	10	0
"GO:0019233~sensory perception of pain"	-0.155052244051803	1	255	44	0
"GO:0006692~prostanoid metabolic process"	-0.155052244051803	1	255	12	0
"GO:0009303~rRNA transcription"	-0.155052244051803	1	255	13	0
"GO:0048568~embryonic organ development"	-0.155052244051803	1	255	20	0
"GO:0048468~cell development"	-0.155052244051803	1	255	23	0
"GO:0006081~cellular aldehyde metabolic process"	-0.155052244051803	1	255	11	0
"GO:0002031~G-protein coupled receptor internalization"	-0.155052244051803	1	255	11	0
"GO:0032012~regulation of ARF protein signal transduction"	-0.155052244051803	1	255	16	0
"GO:0043586~tongue development"	-0.155052244051803	1	255	10	0
"GO:0050872~white fat cell differentiation"	-0.155052244051803	1	255	11	0
"GO:0043278~response to morphine"	-0.155052244051803	1	255	24	0
"GO:0015992~proton transport"	-0.155052244051803	1	255	33	0
"GO:0060348~bone development"	-0.155052244051803	1	255	19	0
"GO:0009100~glycoprotein metabolic process"	-0.155052244051803	1	255	11	0
"GO:0002925~positive regulation of humoral immune response mediated by circulating immunoglobulin"	-0.155052244051803	1	255	11	0
"GO:0045060~negative thymic T cell selection"	-0.155052244051803	1	255	12	0
"GO:0051209~release of sequestered calcium ion into cytosol"	-0.155052244051803	1	255	25	0
"GO:0050853~B cell receptor signaling pathway"	-0.155052244051803	1	255	29	0
"GO:0002244~hemopoietic progenitor cell differentiation"	-0.155052244051803	1	255	12	0
"GO:0030217~T cell differentiation"	-0.155052244051803	1	255	31	0
"GO:0001916~positive regulation of T cell mediated cytotoxicity"	-0.155052244051803	1	255	18	0
"GO:0046641~positive regulation of alpha-beta T cell proliferation"	-0.155052244051803	1	255	11	0
"GO:0010524~positive regulation of calcium ion transport into cytosol"	-0.155052244051803	1	255	17	0
"GO:0006376~mRNA splice site selection"	-0.155052244051803	1	255	11	0
"GO:0008154~actin polymerization or depolymerization"	-0.155052244051803	1	255	15	0
"GO:0090004~positive regulation of establishment of protein localization in plasma membrane"	-0.155052244051803	1	255	12	0
"GO:0006401~RNA catabolic process"	-0.155052244051803	1	255	19	0
"GO:0070542~response to fatty acid"	-0.155052244051803	1	255	15	0
"GO:0048678~response to axon injury"	-0.155052244051803	1	255	30	0
"GO:0016571~histone methylation"	-0.155052244051803	1	255	24	0
"GO:0032007~negative regulation of TOR signaling cascade"	-0.155052244051803	1	255	14	0
"GO:0042752~regulation of circadian rhythm"	-0.155052244051803	1	255	11	0
"GO:0006695~cholesterol biosynthetic process"	-0.155052244051803	1	255	34	0
"GO:0010508~positive regulation of autophagy"	-0.155052244051803	1	255	12	0
"GO:0048511~rhythmic process"	-0.155052244051803	1	255	16	0
"GO:0046320~regulation of fatty acid oxidation"	-0.155052244051803	1	255	18	0
"GO:0031000~response to caffeine"	-0.155052244051803	1	255	11	0
"GO:0070301~cellular response to hydrogen peroxide"	-0.155052244051803	1	255	24	0
"GO:0071456~cellular response to hypoxia"	-0.155052244051803	1	255	44	0
"GO:0006309~apoptotic DNA fragmentation"	-0.155052244051803	1	255	26	0
"GO:0046209~nitric oxide metabolic process"	-0.155052244051803	1	255	19	0
"GO:0031016~pancreas development"	-0.155052244051803	1	255	33	0
"GO:0043928~exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay"	-0.155052244051803	1	255	27	0
"GO:0030879~mammary gland development"	-0.155052244051803	1	255	35	0
"GO:0001570~vasculogenesis"	-0.155052244051803	1	255	61	0
"GO:0033137~negative regulation of peptidyl-serine phosphorylation"	-0.155052244051803	1	255	11	0
"GO:0009267~cellular response to starvation"	-0.155052244051803	1	255	23	0
"GO:0006940~regulation of smooth muscle contraction"	-0.155052244051803	1	255	15	0
"GO:2001244~positive regulation of intrinsic apoptotic signaling pathway"	-0.155052244051803	1	255	15	0
"GO:2001238~positive regulation of extrinsic apoptotic signaling pathway"	-0.155052244051803	1	255	12	0
"GO:0051480~cytosolic calcium ion homeostasis"	-0.155052244051803	1	255	12	0
"GO:0051259~protein oligomerization"	-0.155052244051803	1	255	40	0
"GO:0048010~vascular endothelial growth factor receptor signaling pathway"	-0.155052244051803	1	255	25	0
"GO:0035924~cellular response to vascular endothelial growth factor stimulus"	-0.155052244051803	1	255	13	0
"GO:0032743~positive regulation of interleukin-2 production"	-0.155052244051803	1	255	10	0
"GO:0010595~positive regulation of endothelial cell migration"	-0.155052244051803	1	255	27	0
"GO:0043536~positive regulation of blood vessel endothelial cell migration"	-0.155052244051803	1	255	15	0
"GO:0034605~cellular response to heat"	-0.155052244051803	1	255	17	0
"GO:0016338~calcium-independent cell-cell adhesion"	-0.155052244051803	1	255	21	0
"GO:0035329~hippo signaling cascade"	-0.155052244051803	1	255	24	0
"GO:0022409~positive regulation of cell-cell adhesion"	-0.155052244051803	1	255	15	0
"GO:0050870~positive regulation of T cell activation"	-0.155052244051803	1	255	19	0
"GO:0001890~placenta development"	-0.155052244051803	1	255	29	0
"GO:0045840~positive regulation of mitosis"	-0.155052244051803	1	255	30	0
"GO:0071375~cellular response to peptide hormone stimulus"	-0.155052244051803	1	255	16	0
"GO:0032147~activation of protein kinase activity"	-0.155052244051803	1	255	19	0
"GO:0046677~response to antibiotic"	-0.155052244051803	1	255	33	0
"GO:0031648~protein destabilization"	-0.155052244051803	1	255	18	0
"GO:0045184~establishment of protein localization"	-0.155052244051803	1	255	16	0
"GO:0043518~negative regulation of DNA damage response, signal transduction by p53 class mediator"	-0.155052244051803	1	255	11	0
"GO:0048665~neuron fate specification"	-0.155052244051803	1	255	11	0
"GO:0046415~urate metabolic process"	-0.155052244051803	1	255	10	0
"GO:0015804~neutral amino acid transport"	-0.155052244051803	1	255	14	0
"GO:0008630~DNA damage response, signal transduction resulting in induction of apoptosis"	-0.155052244051803	1	255	22	0
"GO:0048268~clathrin coat assembly"	-0.155052244051803	1	255	10	0
"GO:0050690~regulation of defense response to virus by virus"	-0.155052244051803	1	255	28	0
"GO:0043116~negative regulation of vascular permeability"	-0.155052244051803	1	255	11	0
"GO:0019228~regulation of action potential in neuron"	-0.155052244051803	1	255	15	0
"GO:0019229~regulation of vasoconstriction"	-0.155052244051803	1	255	18	0
"GO:0043623~cellular protein complex assembly"	-0.155052244051803	1	255	15	0
"GO:0030238~male sex determination"	-0.155052244051803	1	255	11	0
"GO:0007548~sex differentiation"	-0.155052244051803	1	255	21	0
"GO:0006656~phosphatidylcholine biosynthetic process"	-0.155052244051803	1	255	13	0
"GO:0000281~cytokinesis after mitosis"	-0.155052244051803	1	255	11	0
"GO:0060444~branching involved in mammary gland duct morphogenesis"	-0.155052244051803	1	255	17	0
"GO:0048596~embryonic camera-type eye morphogenesis"	-0.155052244051803	1	255	15	0
"GO:0042733~embryonic digit morphogenesis"	-0.155052244051803	1	255	47	0
"GO:0046849~bone remodeling"	-0.155052244051803	1	255	14	0
"GO:0060042~retina morphogenesis in camera-type eye"	-0.155052244051803	1	255	10	0
"GO:0045926~negative regulation of growth"	-0.155052244051803	1	255	18	0
"GO:0008633~activation of pro-apoptotic gene products"	-0.155052244051803	1	255	32	0
"GO:0009755~hormone-mediated signaling pathway"	-0.155052244051803	1	255	21	0
"GO:0007005~mitochondrion organization"	-0.155052244051803	1	255	34	0
"GO:0006906~vesicle fusion"	-0.155052244051803	1	255	11	0
"GO:0001508~regulation of action potential"	-0.155052244051803	1	255	19	0
"GO:0031146~SCF-dependent proteasomal ubiquitin-dependent protein catabolic process"	-0.155052244051803	1	255	15	0
"GO:0001523~retinoid metabolic process"	-0.155052244051803	1	255	11	0
"GO:0048488~synaptic vesicle endocytosis"	-0.155052244051803	1	255	12	0
"GO:0033189~response to vitamin A"	-0.155052244051803	1	255	16	0
"GO:0042572~retinol metabolic process"	-0.155052244051803	1	255	18	0
"GO:0071407~cellular response to organic cyclic compound"	-0.155052244051803	1	255	40	0
"GO:0001657~ureteric bud development"	-0.155052244051803	1	255	45	0
"GO:0007276~gamete generation"	-0.155052244051803	1	255	15	0
"GO:0061036~positive regulation of cartilage development"	-0.155052244051803	1	255	11	0
"GO:0009880~embryonic pattern specification"	-0.155052244051803	1	255	25	0
"GO:0008585~female gonad development"	-0.155052244051803	1	255	18	0
"GO:0048008~platelet-derived growth factor receptor signaling pathway"	-0.155052244051803	1	255	23	0
"GO:0008589~regulation of smoothened signaling pathway"	-0.155052244051803	1	255	16	0
"GO:0021904~dorsal/ventral neural tube patterning"	-0.155052244051803	1	255	16	0
"GO:0090023~positive regulation of neutrophil chemotaxis"	-0.155052244051803	1	255	15	0
"GO:0007585~respiratory gaseous exchange"	-0.155052244051803	1	255	34	0
"GO:0060322~head development"	-0.155052244051803	1	255	12	0
"GO:0014032~neural crest cell development"	-0.155052244051803	1	255	15	0
"GO:0030818~negative regulation of cAMP biosynthetic process"	-0.155052244051803	1	255	10	0
"GO:0051281~positive regulation of release of sequestered calcium ion into cytosol"	-0.155052244051803	1	255	14	0
"GO:0051928~positive regulation of calcium ion transport"	-0.155052244051803	1	255	22	0
"GO:0000083~regulation of transcription involved in G1/S phase of mitotic cell cycle"	-0.155052244051803	1	255	19	0
"GO:0032148~activation of protein kinase B activity"	-0.155052244051803	1	255	11	0
"GO:0043122~regulation of I-kappaB kinase/NF-kappaB cascade"	-0.155052244051803	1	255	14	0
"GO:0003323~type B pancreatic cell development"	-0.155052244051803	1	255	10	0
"GO:0007292~female gamete generation"	-0.155052244051803	1	255	19	0
"GO:0006750~glutathione biosynthetic process"	-0.155052244051803	1	255	17	0
"GO:0060134~prepulse inhibition"	-0.155052244051803	1	255	13	0
"GO:0035235~ionotropic glutamate receptor signaling pathway"	-0.155052244051803	1	255	14	0
"GO:0000266~mitochondrial fission"	-0.155052244051803	1	255	10	0
"GO:0051496~positive regulation of stress fiber assembly"	-0.155052244051803	1	255	27	0
"GO:0010634~positive regulation of epithelial cell migration"	-0.155052244051803	1	255	16	0
"GO:0009312~oligosaccharide biosynthetic process"	-0.155052244051803	1	255	14	0
"GO:0032094~response to food"	-0.155052244051803	1	255	11	0
"GO:0040014~regulation of multicellular organism growth"	-0.155052244051803	1	255	27	0
"GO:0006809~nitric oxide biosynthetic process"	-0.155052244051803	1	255	15	0
"GO:0006527~arginine catabolic process"	-0.155052244051803	1	255	10	0
"GO:0045579~positive regulation of B cell differentiation"	-0.155052244051803	1	255	10	0
"GO:0006479~protein methylation"	-0.155052244051803	1	255	21	0
"GO:0003333~amino acid transmembrane transport"	-0.155052244051803	1	255	17	0
"GO:0032456~endocytic recycling"	-0.155052244051803	1	255	10	0
"GO:0060445~branching involved in salivary gland morphogenesis"	-0.155052244051803	1	255	13	0
"GO:0007062~sister chromatid cohesion"	-0.155052244051803	1	255	13	0
"GO:0007076~mitotic chromosome condensation"	-0.155052244051803	1	255	13	0
"GO:0003281~ventricular septum development"	-0.155052244051803	1	255	14	0
"GO:0090102~cochlea development"	-0.155052244051803	1	255	11	0
"GO:0009268~response to pH"	-0.155052244051803	1	255	14	0
"GO:0050790~regulation of catalytic activity"	-0.155052244051803	1	255	23	0
"GO:0045909~positive regulation of vasodilation"	-0.155052244051803	1	255	17	0
"GO:0010596~negative regulation of endothelial cell migration"	-0.155052244051803	1	255	10	0
"GO:0042448~progesterone metabolic process"	-0.155052244051803	1	255	12	0
"GO:0008209~androgen metabolic process"	-0.155052244051803	1	255	19	0
"GO:0007422~peripheral nervous system development"	-0.155052244051803	1	255	34	0
"GO:0006637~acyl-CoA metabolic process"	-0.155052244051803	1	255	17	0
"GO:0060484~lung-associated mesenchyme development"	-0.155052244051803	1	255	10	0
"GO:0019953~sexual reproduction"	-0.155052244051803	1	255	10	0
"GO:0055015~ventricular cardiac muscle cell development"	-0.155052244051803	1	255	10	0
"GO:0060045~positive regulation of cardiac muscle cell proliferation"	-0.155052244051803	1	255	15	0
"GO:0014075~response to amine stimulus"	-0.155052244051803	1	255	10	0
"GO:0006000~fructose metabolic process"	-0.155052244051803	1	255	11	0
"GO:0042221~response to chemical stimulus"	-0.155052244051803	1	255	25	0
"GO:0009743~response to carbohydrate stimulus"	-0.155052244051803	1	255	11	0
"GO:0050427~3'-phosphoadenosine 5'-phosphosulfate metabolic process"	-0.155052244051803	1	255	14	0
"GO:0045921~positive regulation of exocytosis"	-0.155052244051803	1	255	13	0
"GO:0045765~regulation of angiogenesis"	-0.155052244051803	1	255	24	0
"GO:0050672~negative regulation of lymphocyte proliferation"	-0.155052244051803	1	255	12	0
"GO:0048738~cardiac muscle tissue development"	-0.155052244051803	1	255	14	0
"GO:0055010~ventricular cardiac muscle tissue morphogenesis"	-0.155052244051803	1	255	26	0
"GO:0060047~heart contraction"	-0.155052244051803	1	255	10	0
"GO:0055003~cardiac myofibril assembly"	-0.155052244051803	1	255	10	0
"GO:0045333~cellular respiration"	-0.155052244051803	1	255	13	0
"GO:0010038~response to metal ion"	-0.155052244051803	1	255	18	0
"GO:0060716~labyrinthine layer blood vessel development"	-0.155052244051803	1	255	13	0
"GO:0033327~Leydig cell differentiation"	-0.155052244051803	1	255	14	0
"GO:0033197~response to vitamin E"	-0.155052244051803	1	255	10	0
"GO:0009416~response to light stimulus"	-0.155052244051803	1	255	19	0
"GO:0042327~positive regulation of phosphorylation"	-0.155052244051803	1	255	29	0
"GO:0042147~retrograde transport, endosome to Golgi"	-0.155052244051803	1	255	23	0
"GO:0051131~chaperone-mediated protein complex assembly"	-0.155052244051803	1	255	12	0
"GO:0035162~embryonic hemopoiesis"	-0.155052244051803	1	255	19	0
"GO:0007140~male meiosis"	-0.155052244051803	1	255	15	0
"GO:0031047~gene silencing by RNA"	-0.155052244051803	1	255	18	0
"GO:0043046~DNA methylation involved in gamete generation"	-0.155052244051803	1	255	12	0
"GO:0008631~induction of apoptosis by oxidative stress"	-0.155052244051803	1	255	11	0
"GO:0007435~salivary gland morphogenesis"	-0.155052244051803	1	255	10	0
"GO:0006606~protein import into nucleus"	-0.155052244051803	1	255	38	0
"GO:0042474~middle ear morphogenesis"	-0.155052244051803	1	255	24	0
"GO:0048704~embryonic skeletal system morphogenesis"	-0.155052244051803	1	255	54	0
"GO:0001656~metanephros development"	-0.155052244051803	1	255	39	0
"GO:0031589~cell-substrate adhesion"	-0.155052244051803	1	255	10	0
"GO:0046827~positive regulation of protein export from nucleus"	-0.155052244051803	1	255	11	0
"GO:0019079~viral genome replication"	-0.155052244051803	1	255	12	0
"GO:0001961~positive regulation of cytokine-mediated signaling pathway"	-0.155052244051803	1	255	10	0
"GO:0048730~epidermis morphogenesis"	-0.155052244051803	1	255	10	0
"GO:0001676~long-chain fatty acid metabolic process"	-0.155052244051803	1	255	11	0
"GO:0000239~pachytene"	-0.155052244051803	1	255	10	0
"GO:0035265~organ growth"	-0.155052244051803	1	255	17	0
"GO:0050905~neuromuscular process"	-0.155052244051803	1	255	18	0
"GO:0040015~negative regulation of multicellular organism growth"	-0.155052244051803	1	255	10	0
"GO:0021702~cerebellar Purkinje cell differentiation"	-0.155052244051803	1	255	10	0
"GO:0048872~homeostasis of number of cells"	-0.155052244051803	1	255	12	0
"GO:0051567~histone H3-K9 methylation"	-0.155052244051803	1	255	10	0
"GO:0006275~regulation of DNA replication"	-0.155052244051803	1	255	16	0
"GO:0048260~positive regulation of receptor-mediated endocytosis"	-0.155052244051803	1	255	13	0
"GO:0008334~histone mRNA metabolic process"	-0.155052244051803	1	255	12	0
"GO:0019752~carboxylic acid metabolic process"	-0.155052244051803	1	255	10	0
"GO:0030511~positive regulation of transforming growth factor beta receptor signaling pathway"	-0.155052244051803	1	255	20	0
"GO:2000379~positive regulation of reactive oxygen species metabolic process"	-0.155052244051803	1	255	23	0
"GO:0040037~negative regulation of fibroblast growth factor receptor signaling pathway"	-0.155052244051803	1	255	10	0
"GO:0002040~sprouting angiogenesis"	-0.155052244051803	1	255	16	0
"GO:0010763~positive regulation of fibroblast migration"	-0.155052244051803	1	255	10	0
"GO:0030194~positive regulation of blood coagulation"	-0.155052244051803	1	255	11	0
"GO:0042535~positive regulation of tumor necrosis factor biosynthetic process"	-0.155052244051803	1	255	10	0
"GO:0043032~positive regulation of macrophage activation"	-0.155052244051803	1	255	10	0
"GO:0032230~positive regulation of synaptic transmission, GABAergic"	-0.155052244051803	1	255	11	0
"GO:0007252~I-kappaB phosphorylation"	-0.155052244051803	1	255	12	0
"GO:0008299~isoprenoid biosynthetic process"	-0.155052244051803	1	255	15	0
"GO:0071397~cellular response to cholesterol"	-0.155052244051803	1	255	10	0
"GO:0008625~induction of apoptosis via death domain receptors"	-0.155052244051803	1	255	21	0
"GO:0001952~regulation of cell-matrix adhesion"	-0.155052244051803	1	255	13	0
"GO:0048813~dendrite morphogenesis"	-0.155052244051803	1	255	24	0
"GO:2000311~regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity"	-0.155052244051803	1	255	15	0
"GO:0019216~regulation of lipid metabolic process"	-0.155052244051803	1	255	16	0
"GO:0001502~cartilage condensation"	-0.155052244051803	1	255	21	0
"GO:0035116~embryonic hindlimb morphogenesis"	-0.155052244051803	1	255	32	0
"GO:0001964~startle response"	-0.155052244051803	1	255	11	0
"GO:0001967~suckling behavior"	-0.155052244051803	1	255	13	0
"GO:0006337~nucleosome disassembly"	-0.155052244051803	1	255	16	0
"GO:0060548~negative regulation of cell death"	-0.155052244051803	1	255	22	0
"GO:0009798~axis specification"	-0.155052244051803	1	255	14	0
"GO:0032508~DNA duplex unwinding"	-0.155052244051803	1	255	23	0
"GO:0050708~regulation of protein secretion"	-0.155052244051803	1	255	10	0
"GO:0000045~autophagic vacuole assembly"	-0.155052244051803	1	255	25	0
"GO:0002027~regulation of heart rate"	-0.155052244051803	1	255	14	0
"GO:0043129~surfactant homeostasis"	-0.155052244051803	1	255	11	0
"GO:0016051~carbohydrate biosynthetic process"	-0.155052244051803	1	255	10	0
"GO:0046784~intronless viral mRNA export from host nucleus"	-0.155052244051803	1	255	13	0
"GO:0006476~protein deacetylation"	-0.155052244051803	1	255	12	0
"GO:0045739~positive regulation of DNA repair"	-0.155052244051803	1	255	23	0
"GO:0006342~chromatin silencing"	-0.155052244051803	1	255	10	0
"GO:0060766~negative regulation of androgen receptor signaling pathway"	-0.155052244051803	1	255	11	0
"GO:0021522~spinal cord motor neuron differentiation"	-0.155052244051803	1	255	12	0
"GO:0003148~outflow tract septum morphogenesis"	-0.155052244051803	1	255	10	0
"GO:0003007~heart morphogenesis"	-0.155052244051803	1	255	41	0
"GO:0033365~protein localization to organelle"	-0.155052244051803	1	255	12	0
"GO:0042462~eye photoreceptor cell development"	-0.155052244051803	1	255	15	0
"GO:0042136~neurotransmitter biosynthetic process"	-0.155052244051803	1	255	12	0
"GO:0001935~endothelial cell proliferation"	-0.155052244051803	1	255	11	0
"GO:0010042~response to manganese ion"	-0.155052244051803	1	255	11	0
"GO:0030316~osteoclast differentiation"	-0.155052244051803	1	255	20	0
"GO:0015684~ferrous iron transport"	-0.155052244051803	1	255	17	0
"GO:0007191~adenylate cyclase-activating dopamine receptor signaling pathway"	-0.155052244051803	1	255	10	0
"GO:0042438~melanin biosynthetic process"	-0.155052244051803	1	255	10	0
"GO:0016024~CDP-diacylglycerol biosynthetic process"	-0.155052244051803	1	255	16	0
"GO:0048255~mRNA stabilization"	-0.155052244051803	1	255	13	0
"GO:0006888~ER to Golgi vesicle-mediated transport"	-0.155052244051803	1	255	46	0
"GO:0007051~spindle organization"	-0.155052244051803	1	255	17	0
"GO:0007091~mitotic metaphase/anaphase transition"	-0.155052244051803	1	255	12	0
"GO:0046928~regulation of neurotransmitter secretion"	-0.155052244051803	1	255	16	0
"GO:0048514~blood vessel morphogenesis"	-0.155052244051803	1	255	25	0
"GO:0001946~lymphangiogenesis"	-0.155052244051803	1	255	12	0
"GO:0001945~lymph vessel development"	-0.155052244051803	1	255	12	0
"GO:0006069~ethanol oxidation"	-0.155052244051803	1	255	10	0
"GO:0019059~initiation of viral infection"	-0.155052244051803	1	255	12	0
"GO:0055072~iron ion homeostasis"	-0.155052244051803	1	255	22	0
"GO:0046855~inositol phosphate dephosphorylation"	-0.155052244051803	1	255	10	0
"GO:0060664~epithelial cell proliferation involved in salivary gland morphogenesis"	-0.155052244051803	1	255	10	0
"GO:0010942~positive regulation of cell death"	-0.155052244051803	1	255	21	0
"GO:0001659~temperature homeostasis"	-0.155052244051803	1	255	15	0
"GO:0021854~hypothalamus development"	-0.155052244051803	1	255	13	0
"GO:0060039~pericardium development"	-0.155052244051803	1	255	10	0
"GO:0015939~pantothenate metabolic process"	-0.155052244051803	1	255	11	0
"GO:0007342~fusion of sperm to egg plasma membrane"	-0.155052244051803	1	255	10	0
"GO:0060079~regulation of excitatory postsynaptic membrane potential"	-0.155052244051803	1	255	26	0
"GO:0048167~regulation of synaptic plasticity"	-0.155052244051803	1	255	29	0
"GO:0051881~regulation of mitochondrial membrane potential"	-0.155052244051803	1	255	11	0
"GO:0001963~synaptic transmission, dopaminergic"	-0.155052244051803	1	255	13	0
"GO:0030166~proteoglycan biosynthetic process"	-0.155052244051803	1	255	10	0
"GO:0006790~sulfur compound metabolic process"	-0.155052244051803	1	255	13	0
"GO:0007600~sensory perception"	-0.155052244051803	1	255	11	0
"GO:0042026~protein refolding"	-0.155052244051803	1	255	10	0
"GO:0030878~thyroid gland development"	-0.155052244051803	1	255	21	0
"GO:0050930~induction of positive chemotaxis"	-0.155052244051803	1	255	17	0
"GO:0060174~limb bud formation"	-0.155052244051803	1	255	11	0
"GO:0001823~mesonephros development"	-0.155052244051803	1	255	14	0
"GO:0046579~positive regulation of Ras protein signal transduction"	-0.155052244051803	1	255	16	0
"GO:0034394~protein localization at cell surface"	-0.155052244051803	1	255	18	0
"GO:0035108~limb morphogenesis"	-0.155052244051803	1	255	23	0
"GO:0060425~lung morphogenesis"	-0.155052244051803	1	255	14	0
"GO:0060173~limb development"	-0.155052244051803	1	255	21	0
"GO:0033762~response to glucagon stimulus"	-0.155052244051803	1	255	11	0
"GO:0032755~positive regulation of interleukin-6 production"	-0.155052244051803	1	255	34	0
"GO:0042346~positive regulation of NF-kappaB import into nucleus"	-0.155052244051803	1	255	20	0
"GO:0032722~positive regulation of chemokine production"	-0.155052244051803	1	255	18	0
"GO:0045671~negative regulation of osteoclast differentiation"	-0.155052244051803	1	255	18	0
"GO:0051298~centrosome duplication"	-0.155052244051803	1	255	13	0
"GO:0009306~protein secretion"	-0.155052244051803	1	255	18	0
"GO:0071425~hemopoietic stem cell proliferation"	-0.155052244051803	1	255	12	0
